LAST_TO_END,FLIGHT_COUNT,SEG_KM_SUM
291,8,25924
86,10,26347
107,12,13630
34,11,22522
77,10,22591
24,15,25609
9,23,27316
19,17,31055
61,16,23592
49,9,20584
428,4,24206
36,27,28315
146,15,21304
16,21,30040
4,20,20780
6,14,35480
2,20,20851
78,16,26897
135,24,43446
15,25,39668
18,19,25574
294,9,26676
8,15,24450
101,11,23947
121,14,24484
46,11,13421
151,15,33499
14,22,25614
164,2,24464
11,21,21208
13,16,24042
2,22,25334
3,16,24162
5,24,24980
76,15,23331
4,24,29665
8,17,29777
102,21,25111
172,19,24864
24,13,23325
105,11,13826
78,23,32352
20,16,30096
29,12,26544
13,15,24327
9,15,23596
26,16,22296
46,12,23559
9,12,25844
92,19,23301
62,11,18940
4,15,24921
27,20,28997
84,6,32021
4,19,29022
2,13,26091
71,16,24061
8,24,23715
127,15,28510
84,19,23722
45,8,24920
109,21,21876
317,6,11802
12,13,20675
25,25,28579
172,10,12513
38,16,20842
136,27,28222
7,13,22484
626,2,20230
1,19,30284
39,20,26921
45,19,22819
106,16,24272
7,13,15425
80,8,13660
4,16,27559
2,27,22844
15,13,18098
75,14,22297
5,30,25793
167,23,28397
4,18,23628
141,16,26992
5,20,25617
13,12,23251
22,19,15147
20,19,24745
160,13,25662
11,16,21076
69,9,18075
27,22,24783
11,20,23748
4,24,24266
139,16,29093
107,23,25193
44,19,18327
12,22,27164
15,30,22148
385,22,21960
1,24,26018
29,23,20950
21,25,25481
3,25,22130
47,14,25602
82,25,21955
12,25,29838
98,16,30231
31,19,27225
4,27,27378
25,36,23234
55,19,24060
2,26,27937
433,8,23380
2,19,25581
4,10,12886
15,12,23263
26,30,22554
108,11,25903
25,20,24555
6,34,28119
1,29,19751
19,35,31334
93,19,27962
126,5,27584
18,10,19886
77,15,33187
3,13,24572
53,3,22783
129,13,24639
102,9,25951
21,15,23796
230,2,24464
230,2,24464
18,13,23086
26,20,30195
130,9,12186
578,4,19146
113,22,22845
42,26,20563
29,17,26658
74,23,25345
1,23,21858
127,26,25046
46,28,23468
77,25,36887
4,20,20265
26,9,20276
68,10,22704
13,9,21540
3,11,14549
228,4,25224
15,16,23882
42,23,28147
34,20,36097
4,3,22752
6,23,26420
45,7,22747
153,16,30105
28,18,24551
313,21,23078
358,12,18688
13,21,23491
209,18,33521
90,21,24619
45,19,22850
163,17,27919
162,11,20913
124,15,25176
176,24,35717
4,17,36438
34,24,28610
62,12,20301
68,28,23185
40,8,21368
102,15,27776
5,15,26942
78,19,21208
77,18,25296
216,37,21423
379,32,21102
8,17,24098
46,19,31468
1,16,28617
43,10,24213
5,17,25441
79,24,28517
446,14,27741
3,26,25614
43,14,24309
97,26,26853
9,32,21779
114,8,20620
15,11,21187
67,16,24102
177,14,24419
382,20,26315
215,16,20779
5,18,22011
65,21,30974
97,20,36650
39,10,19643
185,16,20462
35,16,31472
168,8,11944
100,19,17817
15,17,22423
75,14,26141
10,31,31414
142,12,20459
51,23,21937
94,18,26911
11,18,22558
16,22,23406
10,17,29883
86,26,23781
482,10,21427
117,15,19050
237,17,20698
118,21,23094
20,14,25798
102,16,22853
240,19,19731
133,8,12186
13,28,21312
5,13,23676
9,19,25196
31,26,24281
21,25,19539
5,22,26454
14,17,23068
81,12,24742
154,20,21195
1,24,24444
104,22,26486
31,16,14338
13,15,18078
111,8,21731
129,9,26661
88,14,21994
154,18,21425
77,15,23940
24,10,21605
239,14,27773
292,20,24978
260,14,22840
6,23,29998
108,17,23435
1,12,23278
368,18,23719
10,14,24250
333,8,13368
26,12,25282
35,26,18983
30,23,22477
86,20,25414
56,13,24526
55,24,32846
125,13,23701
153,12,26850
61,21,24730
223,6,27180
84,11,24749
188,26,21378
24,19,21882
5,25,28455
112,18,24900
88,2,24464
26,16,22645
49,24,21224
18,21,20284
1,12,26856
511,3,22814
310,3,22810
19,14,23473
1,14,23551
116,16,21304
70,15,23365
114,19,28289
97,16,19350
1,21,24946
113,30,22953
26,23,21676
12,17,27103
8,17,25795
101,25,22455
35,19,26117
112,19,25587
35,10,22041
4,17,19221
70,10,21564
355,4,25598
18,21,20423
24,18,23905
49,15,19941
43,16,33716
50,13,39727
6,43,25824
128,18,34011
27,14,29200
72,13,21094
286,17,25248
164,14,22106
21,25,21229
151,22,17982
43,15,26021
95,15,19286
106,19,22124
2,15,20812
195,24,20867
47,17,21336
25,19,20170
200,3,22752
14,22,28745
269,8,12451
5,15,23868
5,14,24946
61,32,38742
116,13,22395
7,16,28298
65,18,25176
10,15,22838
13,13,26307
118,24,18240
36,9,23893
99,11,16907
12,25,22516
13,21,32219
16,10,27114
354,11,18108
9,23,28199
119,7,12189
30,8,22736
150,20,24538
3,6,14140
21,20,22438
39,19,24088
266,15,26462
18,27,26206
17,25,26553
24,17,19911
193,12,19087
27,12,18837
27,18,23352
189,19,21686
122,15,23231
13,9,17977
24,7,23006
21,17,26963
116,20,26618
131,16,22063
12,16,24145
246,6,25072
8,24,28161
39,3,22783
37,3,22783
1,17,20492
1,14,15630
7,19,32199
6,27,33331
1,17,30938
32,24,20982
228,13,24276
1,21,22349
101,10,15070
78,19,19534
132,26,29493
103,21,21318
137,11,14541
110,9,15439
116,14,22646
376,18,30510
87,18,24988
50,21,24916
6,22,21892
64,19,23277
41,22,27770
6,11,25542
149,6,21502
176,14,29078
47,17,24583
82,7,12778
336,35,24676
58,9,13247
26,23,21831
115,10,17193
75,14,20030
21,15,23855
318,11,13036
21,21,22077
157,17,27412
132,20,26010
40,16,20839
96,20,24117
31,14,27538
81,16,25107
166,14,24066
419,14,18114
21,19,21259
8,21,23681
6,13,24209
6,8,22318
16,24,25613
56,11,24663
1,39,25170
50,19,25618
15,26,24538
73,18,37464
90,8,19847
48,19,23196
11,8,17132
78,13,19779
233,19,21234
68,23,24956
11,29,19384
15,13,24912
9,14,20941
78,18,24660
17,8,25739
279,14,24924
126,16,25121
42,14,20662
110,23,26962
75,9,19203
2,15,20171
16,12,25133
31,14,25751
119,20,25418
4,23,24857
170,17,23614
13,15,24575
240,19,19110
595,4,19717
77,24,24078
48,17,22717
3,19,22828
99,21,19405
34,17,26147
15,11,27591
15,35,22761
310,3,25059
1,20,20880
82,17,23849
354,12,18490
145,21,26051
209,22,19873
16,12,15302
128,12,26548
8,14,17030
71,14,28024
39,17,24702
45,15,37644
25,13,23856
10,19,24829
114,13,20454
28,18,27359
90,8,24235
6,16,24136
5,25,21218
44,25,21891
12,27,27621
191,17,23779
35,17,22426
175,12,27091
64,18,31491
139,33,25495
174,16,26391
125,10,23820
88,11,14085
96,3,22810
10,30,24736
298,12,20941
20,20,21769
59,19,21026
62,23,26606
3,13,21885
137,14,22264
159,10,25287
1,12,23303
39,15,19156
32,16,23302
108,24,25494
70,19,25678
84,20,24293
101,28,28541
8,12,20818
6,18,21179
5,12,16367
11,18,21430
94,29,24036
36,16,25831
46,3,22783
134,16,22063
99,22,21518
58,21,25833
31,21,27695
30,18,24849
31,16,28263
5,16,23054
199,2,20272
24,22,29307
51,4,26378
136,19,37593
12,18,23202
39,18,27838
9,33,23767
251,23,23666
76,17,23330
66,14,28182
2,23,27698
73,17,25491
204,32,27488
102,17,26190
28,21,19419
33,24,23712
218,18,19728
9,17,27489
48,18,22960
101,10,18806
5,14,23648
58,3,22752
74,16,23907
56,14,23405
3,29,24496
147,14,23212
99,17,21752
1,14,21048
111,22,21976
11,19,25386
12,22,18098
56,14,21279
108,19,27977
73,8,17503
73,8,14893
6,23,30073
13,26,22869
249,10,23027
39,21,24887
83,14,22425
32,13,24313
69,16,22838
9,12,25324
33,23,22094
41,22,23835
6,18,27385
49,4,13757
1,15,21014
30,13,18254
19,23,26404
99,20,27089
177,13,26767
15,18,22772
18,5,34216
21,14,21573
51,29,21439
581,23,39324
80,20,23340
3,22,22062
8,18,25696
201,7,16982
18,21,19928
198,17,29388
11,30,20645
110,15,25389
42,12,20606
524,12,21960
21,15,22444
45,11,15128
129,14,23950
35,15,22476
156,26,27921
371,2,20188
6,18,21200
130,6,25405
49,19,23526
216,4,26612
27,19,20593
11,14,19605
14,22,30215
302,10,27183
19,23,19749
41,14,19753
1,22,19249
6,21,37486
29,26,25388
18,21,24383
15,15,25069
12,18,21815
368,10,21387
77,18,31955
95,18,22338
16,20,27249
12,24,23982
113,11,21923
202,12,21108
10,14,20176
66,10,23220
24,23,21158
78,19,23411
16,17,25362
14,6,13587
189,11,17717
48,18,21965
5,26,23398
69,19,27130
35,22,22028
3,11,28648
618,2,24464
559,2,24464
632,2,24464
136,15,15565
195,13,26935
87,18,20456
21,29,20423
178,13,27424
171,8,16503
37,20,24256
26,12,23053
9,30,21064
25,25,33566
4,19,24386
13,29,33039
5,9,18751
1,20,24713
21,21,26959
26,14,22205
2,30,29744
10,22,27698
40,12,14299
97,13,30940
551,3,22814
21,14,22516
18,21,23319
80,19,25966
128,25,22450
19,15,23464
282,14,26563
149,18,24589
190,19,24434
4,18,23469
398,8,27001
66,13,22992
34,21,21525
79,24,27083
88,14,24484
4,17,23999
145,8,20874
8,23,20775
80,15,26165
177,7,30423
25,12,22463
433,23,22662
69,24,30754
159,12,20332
11,18,22828
72,15,25093
284,24,21389
1,17,25161
2,16,22129
171,12,23710
57,14,18667
26,19,26913
36,7,22205
212,17,28159
71,13,18934
198,11,25187
12,20,28027
26,14,25741
15,20,27605
353,3,22752
17,19,24408
444,16,23136
155,12,30380
76,13,21785
39,21,33153
105,16,26923
17,12,27724
3,17,24235
26,13,20281
206,9,24394
151,18,24885
19,23,22060
66,19,20878
80,17,22495
6,26,20848
26,21,24563
25,16,28088
3,24,18862
78,16,20018
91,19,29028
3,14,27874
11,17,24116
145,19,23973
13,13,23006
114,6,31373
82,22,23554
22,19,28506
202,8,26120
19,16,21727
157,10,16156
24,25,24149
8,29,31439
60,13,28325
68,26,19734
1,17,20506
8,18,22835
31,24,21947
2,16,24260
183,3,21662
114,14,24406
66,12,25092
25,13,24994
5,26,22826
1,17,20227
5,13,20893
86,8,25934
14,29,27526
6,17,32435
136,23,19806
5,15,22732
419,8,11968
69,23,27556
4,14,23099
5,28,22291
406,17,14363
139,3,28718
145,15,18287
8,14,25520
49,16,32233
71,18,23517
98,13,18487
29,18,20264
20,17,24478
18,17,22852
39,17,30202
9,19,32103
7,24,23174
8,18,21552
22,14,25857
148,11,24180
23,12,15931
89,17,22774
117,15,21597
18,19,26023
507,15,17649
10,28,23630
3,19,27877
5,20,18081
38,17,18414
332,14,21420
31,11,28298
1,20,36044
17,24,23157
28,14,24460
75,18,26845
247,8,12342
50,6,21683
106,18,24266
152,23,28455
10,17,22953
13,10,11792
21,27,19868
29,18,30373
2,27,22783
33,18,24328
12,21,20494
140,7,13161
37,24,27902
43,28,25128
66,8,22487
89,13,20662
178,7,11424
1,13,27520
35,21,22305
61,13,12387
6,25,25332
22,20,22214
1,24,24466
77,14,26375
4,19,30044
3,23,26054
22,22,20108
3,18,31580
28,24,19385
97,11,31878
184,10,18704
49,15,27411
101,20,25365
118,17,21029
399,9,25398
32,13,21609
82,13,22902
37,10,21622
58,19,19631
13,20,25030
46,19,22740
11,25,24337
10,16,25871
11,19,22649
6,21,20021
46,11,17252
16,11,28557
68,11,21931
4,14,14657
30,13,36402
69,14,22165
186,4,26210
125,16,16210
34,17,17504
62,14,22670
1,16,26256
9,20,20514
296,19,21906
102,14,28476
363,12,19935
6,24,27332
359,15,25999
29,18,29188
3,12,18654
37,13,16743
1,30,25031
44,21,22122
79,16,25448
4,27,30557
67,22,25557
339,12,23312
46,23,24544
133,16,28061
20,26,24000
73,23,23271
49,17,22352
66,10,23610
9,15,14522
315,11,20275
36,14,25174
30,15,23828
87,20,25131
3,14,21662
9,19,27995
140,28,31249
59,16,23912
105,19,30063
34,14,19477
67,23,24003
17,21,23372
88,10,28415
50,13,15308
93,13,20685
71,13,20770
333,14,21284
107,16,20607
9,17,25354
15,15,17713
15,26,24749
192,15,25366
34,36,21948
228,23,28761
4,24,17667
70,18,25096
134,8,25571
27,12,21776
26,17,22391
14,23,25122
11,20,22700
3,12,20968
3,28,21725
2,63,25501
7,25,21038
383,8,11718
216,16,20879
9,26,29366
117,19,18149
113,15,27499
6,35,22434
22,21,26168
3,16,20679
30,23,21861
8,29,23115
190,20,21126
2,16,23332
507,15,21991
25,16,19020
138,7,28015
68,13,24669
11,30,26484
4,17,27260
109,16,20650
287,21,19575
11,20,20319
98,17,25173
23,16,24191
96,7,18451
125,11,25566
188,4,25920
390,11,18825
110,17,17127
16,16,21006
26,14,18135
2,17,36801
16,20,18240
12,16,16902
16,20,27311
40,20,24214
56,12,25172
13,8,23922
7,21,27915
37,21,23520
23,22,23201
353,12,26493
1,20,19587
345,10,11310
19,19,24691
218,14,37864
10,19,29744
36,16,21599
115,19,23988
12,22,25346
155,17,27074
135,11,34991
36,14,19270
9,13,21888
8,18,20100
29,14,19618
106,15,23195
97,13,21147
1,15,22912
37,28,20154
261,14,26896
116,14,20338
350,20,20797
25,19,25550
57,17,22981
40,11,23595
11,13,25559
47,11,21025
70,14,21252
116,7,22610
474,4,12920
140,17,27086
34,18,28880
167,10,19535
123,21,17111
232,6,16763
62,19,26567
66,10,14299
48,14,20599
18,20,20920
2,16,24169
42,19,23689
2,18,20145
45,14,25556
115,13,22906
51,12,27466
152,15,22292
109,11,21101
21,24,27805
224,24,20974
18,16,19513
349,9,22452
114,23,29026
8,21,29573
23,30,25846
2,18,23577
9,17,20019
14,28,34841
5,14,23427
42,5,18690
46,15,26891
174,8,16816
380,10,16282
120,16,21280
11,13,23403
12,21,28226
34,23,21641
34,20,27323
269,26,24709
23,20,21592
5,18,19277
21,9,13026
130,13,18138
90,21,24347
72,4,25224
345,13,18754
1,21,27458
27,14,21803
168,13,25545
94,15,23232
16,27,32686
230,13,24724
253,19,30390
200,18,19201
86,6,18719
190,15,21858
41,15,26050
2,42,22369
105,20,35293
22,21,26944
4,24,32994
297,3,22814
512,11,22283
171,20,25205
64,13,27685
49,35,23652
121,8,23907
15,21,21137
401,16,17046
53,20,21010
49,33,25814
116,18,28539
128,18,24214
82,14,23855
107,20,22868
3,12,19416
321,5,16405
11,39,28782
91,12,22644
1,21,23079
36,13,23803
25,17,19026
37,14,17350
43,20,22321
12,23,31771
298,11,18241
69,20,25240
36,21,22224
159,15,23688
124,25,26629
235,9,12102
26,26,27818
12,9,21108
127,10,26366
129,14,26773
28,15,14349
37,29,18707
13,16,25345
66,10,21565
6,10,22986
17,15,23973
57,27,23755
49,13,21443
254,7,21412
167,18,17345
232,3,22752
11,17,20496
38,18,18749
18,16,27928
125,13,19981
129,18,19512
2,14,24344
86,14,27538
4,29,18895
14,17,25019
1,29,17647
49,9,23826
220,24,23596
70,11,26467
2,15,24755
18,5,31470
11,18,20134
1,15,36564
10,14,28846
58,21,24802
6,25,26180
27,28,22509
17,13,18778
197,24,21803
101,12,26566
30,13,23210
5,8,18236
33,18,27474
12,15,22516
248,13,21384
154,13,18985
36,12,29458
157,18,23901
14,18,20288
4,23,24436
153,17,20738
164,18,20992
125,20,27879
310,6,18031
74,10,24325
187,2,20188
118,12,11740
158,18,21507
6,31,21504
55,23,31032
11,22,18920
94,23,20019
33,14,26511
5,25,23486
208,13,21026
1,16,24943
1,28,24319
14,16,21371
13,13,19053
13,27,22596
179,12,22826
30,17,25562
30,11,22749
11,16,22571
2,16,21095
418,9,20333
257,13,23496
42,23,26208
31,13,24693
83,9,13498
131,15,20177
101,2,20272
10,21,24816
83,17,23420
6,16,22570
82,14,16615
10,15,22930
21,15,33674
31,19,22400
121,24,22298
14,16,22076
43,20,20585
99,6,11698
70,12,26754
181,16,23100
4,18,19991
14,20,20635
60,15,18832
96,10,19395
52,34,28087
2,26,27540
12,13,26619
6,27,20963
8,19,29995
230,15,19462
81,19,20580
18,17,26687
29,14,22126
33,16,27024
10,10,12307
16,19,30932
140,9,25129
46,17,26675
326,9,22044
2,22,26573
100,8,26628
88,17,25049
4,14,30141
152,9,24083
139,15,32357
18,18,20041
43,13,22425
13,24,22668
118,15,21164
215,6,11540
61,16,20498
312,10,22013
172,22,20015
5,15,26467
103,18,25532
160,8,26710
12,16,25228
65,16,23107
18,20,25839
127,16,20914
120,15,24801
4,18,22483
46,20,22478
11,22,25410
119,18,26847
16,21,21046
160,14,20160
122,16,21511
11,20,20473
84,3,22783
13,16,20485
1,18,27235
27,18,21969
153,10,22788
140,10,21156
10,19,29571
15,22,23087
60,9,23435
4,19,25581
31,22,25762
85,6,36316
96,6,11482
110,22,24981
8,13,19985
290,13,24625
10,13,20022
40,12,31652
121,7,25917
82,14,24544
4,24,23595
30,7,19832
34,16,19454
244,8,37162
6,10,26260
5,14,23152
52,9,11508
32,25,24549
119,12,30121
58,20,35131
58,18,25270
162,20,20131
222,16,19870
19,17,22090
228,11,22993
76,26,29891
20,22,25128
3,42,21174
5,22,22602
204,11,18023
45,9,25272
230,2,24464
711,2,24464
683,2,24464
7,2,24464
12,19,21169
66,30,21470
30,17,20777
82,15,28431
107,15,20595
5,22,22809
6,16,26303
158,19,23537
141,20,26663
62,19,24407
7,22,22162
68,15,22726
13,18,22979
21,18,25757
8,3,11700
6,15,24604
4,10,14589
69,21,22458
119,17,21388
37,20,18854
163,19,26600
65,21,24467
35,18,23297
13,10,26508
85,16,17141
119,28,28600
22,20,31390
230,3,25192
15,17,23358
5,22,23477
114,16,25494
46,11,23229
261,9,21422
137,3,22783
15,12,21052
37,13,21272
101,12,19498
19,15,22429
37,18,33719
38,19,17727
149,9,24801
99,21,22631
165,19,22763
381,6,19380
102,15,17362
503,10,22456
243,12,15092
82,20,23058
110,12,21823
147,17,26702
16,20,23871
21,15,19746
195,10,18958
15,24,20015
17,15,27541
134,17,25340
469,13,20383
342,13,22236
48,12,27774
101,8,21604
613,7,27574
5,17,21361
32,7,14543
35,18,22967
74,11,24429
84,16,24759
29,20,24529
29,12,23555
210,15,21841
69,18,21467
230,26,22447
153,18,23703
138,17,29014
17,11,26254
81,9,17500
70,13,14451
92,17,21077
173,20,23057
75,21,19664
33,9,23658
98,15,24740
20,4,28661
13,19,28893
222,19,21021
3,20,23576
67,12,20440
252,16,23386
321,32,24774
79,3,16041
166,14,21981
136,12,33960
346,7,16421
276,2,20272
42,13,17254
47,19,29772
15,23,18740
28,9,24913
39,20,29018
71,16,24319
2,6,11459
6,23,21711
78,13,29348
35,14,21779
477,5,24309
573,5,29054
11,12,32593
390,14,22764
66,10,24214
122,8,12137
69,20,22102
38,13,24868
86,15,23381
393,9,15806
10,9,25398
157,13,20762
29,10,20340
4,16,24563
137,2,24464
4,8,23314
5,14,25973
14,21,25009
29,26,27227
473,8,21144
4,23,22691
2,15,20933
11,20,26528
371,3,12600
46,15,21049
125,22,22069
19,15,23194
23,19,22392
5,16,22680
7,19,25356
34,19,25739
9,14,19634
16,14,17723
1,32,27229
99,8,11313
137,23,21388
4,20,27108
77,16,22794
40,24,18852
102,24,36197
265,8,11407
96,19,22065
128,16,20508
291,15,32527
10,17,31977
44,23,25628
5,17,26064
78,11,25264
141,8,15608
195,11,24689
8,14,28756
94,14,25678
550,15,17494
70,12,21356
82,13,21087
154,17,19178
18,25,22049
82,24,20851
11,11,12284
15,16,23347
141,20,25698
76,17,24768
2,21,25088
14,25,25617
142,15,21335
212,13,23505
103,14,17446
36,16,29750
123,20,24426
1,14,20812
20,28,20641
256,8,19408
49,20,26598
140,20,20959
464,14,16491
160,6,20368
76,17,21599
67,12,22890
69,29,27655
15,20,34697
23,18,27038
7,27,20144
40,4,25199
101,13,18244
74,15,23652
71,20,32276
606,4,16729
216,11,23474
103,18,25086
9,17,25987
81,15,23043
130,17,25035
85,24,21912
21,16,19398
148,17,20911
137,19,26211
23,28,18478
65,12,21875
28,16,22337
6,11,24231
107,17,22648
74,32,33624
221,11,20316
92,14,22442
195,9,22297
44,18,28752
217,15,18892
11,14,15645
345,12,26268
8,22,26629
43,19,24709
55,16,16566
194,3,22752
339,16,21494
112,13,24866
9,19,21386
11,15,22772
110,18,17614
49,23,26803
15,13,22735
72,11,21076
6,9,22365
178,14,23220
32,18,21536
34,19,20544
98,12,14585
73,19,26253
478,3,16287
486,11,18240
22,24,23349
82,15,23846
150,14,28260
75,22,24551
10,20,23444
3,24,25097
3,20,27324
9,18,21266
19,18,21320
71,18,25761
1,24,26098
279,14,25473
6,15,17221
2,11,21618
34,15,20657
109,18,27807
45,13,21804
26,16,24504
131,14,15349
66,10,28455
94,2,24464
40,7,12897
84,9,26367
272,7,10970
38,24,27635
81,19,22741
7,35,28334
127,13,21671
442,6,21210
62,21,20638
16,10,30961
34,18,27699
72,13,25117
13,17,30072
47,25,28573
18,14,21632
10,20,25371
265,5,22035
42,12,23624
156,13,23076
10,10,20472
131,17,24038
19,11,26263
11,13,18193
68,8,15931
14,19,21835
4,14,22286
44,18,24049
28,19,23570
9,28,28781
16,17,25352
3,21,19885
144,21,31040
46,40,23200
3,24,23031
66,12,26902
27,10,20353
35,19,23166
100,10,19380
26,10,23220
1,13,21896
1,11,25649
2,13,23175
43,14,20103
17,13,22865
313,14,22573
22,19,27855
265,15,21047
73,27,24113
34,13,19956
404,7,19675
6,16,21741
166,12,25022
16,19,25466
44,14,24867
31,19,21522
506,2,20272
11,24,24912
32,25,23718
47,16,15168
250,18,23037
442,18,20474
32,12,19723
117,12,24929
3,20,30152
10,15,20579
195,14,17540
70,18,21718
174,19,28215
3,19,18543
170,22,33360
111,13,19376
81,15,20820
91,15,25664
529,11,23033
79,13,20771
18,21,20640
123,10,20837
140,16,20974
4,14,20605
228,3,22814
3,19,20890
17,23,25183
34,18,22134
95,23,19102
78,8,22984
26,15,18477
18,22,27631
4,16,19448
40,21,22869
208,22,21589
7,10,12066
495,3,22239
3,20,26359
10,15,20407
18,31,24955
193,9,19562
197,25,22117
89,18,21601
97,16,20593
13,21,26093
65,21,17631
8,12,27928
88,13,21429
68,22,18567
119,16,29528
14,19,30542
121,5,11556
22,23,29503
49,16,22680
1,22,25090
73,8,11458
4,27,33349
12,22,22727
9,19,21819
36,13,27965
4,24,21165
103,15,19877
108,20,25189
80,17,20822
75,19,24195
37,16,25242
5,18,21536
28,25,22493
100,17,25278
128,12,22472
113,10,11490
65,19,24547
13,21,22024
4,15,19974
4,20,22034
2,22,21674
27,20,24506
50,19,21538
103,11,26465
88,20,21602
4,20,19808
2,17,21950
99,15,26742
83,3,22752
35,15,20255
198,22,22763
124,16,27526
567,2,20188
249,6,19380
10,17,20659
4,13,27826
535,7,18937
143,17,18067
76,2,24464
27,28,30310
4,10,26939
71,15,20824
75,13,23155
114,13,29785
13,17,21680
5,21,27460
137,20,19861
114,15,27087
70,13,21288
33,9,20287
4,33,37107
9,17,23520
49,15,18074
47,14,23621
40,18,22610
64,7,29474
9,27,22054
23,14,22798
97,15,24939
51,3,22814
31,10,19056
155,9,13348
37,2,26641
33,10,28985
19,21,22932
103,9,19817
121,14,22578
73,4,30795
18,15,36825
2,10,12327
472,3,21405
110,14,18417
28,19,21864
48,12,22945
169,20,24208
4,24,25087
94,17,20047
3,21,25966
14,13,21428
11,18,19477
12,19,26940
14,28,24477
37,12,23897
96,14,22219
169,11,19360
63,22,22875
136,7,19187
561,3,22155
45,3,22783
46,14,24646
104,17,22667
461,20,20916
41,18,22800
154,7,20454
14,23,26011
11,19,19178
88,25,23854
32,29,22846
5,12,18513
48,19,23577
12,20,22803
113,4,25391
148,15,21504
1,63,20412
150,13,20762
13,15,18480
160,15,18676
46,11,12246
18,11,13867
30,6,11402
1,19,22456
65,17,25615
44,10,26430
111,8,21144
21,11,17429
43,32,19108
42,16,21048
110,15,24863
19,21,22639
76,18,26108
23,9,23898
35,12,22085
233,7,20701
196,14,23617
163,13,21917
209,9,21858
96,10,22651
101,15,24273
3,10,22828
288,6,20556
120,23,24389
42,22,22424
253,17,16734
377,16,21833
4,10,20761
24,19,24347
49,14,18993
199,24,25812
26,10,23173
30,15,23551
159,21,21125
178,10,12021
42,12,23831
34,12,18275
20,23,20974
21,16,25162
24,25,22247
62,10,20930
29,4,30282
11,4,13311
140,12,27173
107,11,18669
47,22,31048
10,24,17791
25,22,18576
58,22,21358
5,23,20119
38,20,20853
3,19,23557
2,16,28059
32,13,17362
8,17,22777
421,16,22433
276,9,24092
364,9,10939
123,11,22467
31,18,25277
584,3,21287
8,17,22207
20,17,20062
213,18,24713
282,21,22742
162,14,21640
28,19,20561
